SKILLNAME	DESCRIPTION	SHIPNAMES	INJURERATIO	DMGRATIO	BUFFTOCANDAM	BUFFTOTORPDAM	BUFFTOAIRDAM	BUFFTOFIREPOWER	BUFFTOTORPEDO	BUFFTOAVIATION	BUFFTOANTIAIR	DMGTOHMS	DMGTOUSS	DMGTOIJN	DMGTOKMS	DMGTOROC	DMGTOFFNF	DMGTOMNF	DMGTOSIREN	DMGTODD	DMGTOCL	DMGTOCA	DMGTOLC	DMGTOBC	DMGTOBB	DMGTOAB	DMGTOCVL	DMGTOCV	DMGTOSUB	HEBUFF	APBUFF	INITENHANCE	MANUALENHANCE	INJBYCAN	INJBYTORP	INJBYAIR	DMGBYCAN	DMGBYTORP	DMGBYAIR	COMBO	CRITCAN	CRITTORP	CRITAIR	SALVOBONUS
Armored Carrier	Every time Illustrious launches an airstrike, applies a shield around ships in the Escort Fleet for 8s equal to 5% (10%) of Illustrious's HP	Illustrious	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artillery Command - Cruiser	Increases Firepower of Cruisers in the same fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Leander, Wichita, Richmond, Northampton, Brooklyn	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artillery Command - Destroyer	Increases Firepower of Destroyers in the same fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Grenville, Sims, Agano	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artillery Command - Main Fleet	Increases Firepower of the Main Fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Hyuuga	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artillery Command - Vanguard	Increases Firepower of the Escort Fleet by 5% (15%). Does not stack with other command skills that have similar effect.	London, Newcastle (Retrofit)	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Assualt Order	Every 20 seconds: 25% chance to increase damage dealt by all ships in the fleet by 5% (25%) for 8 seconds. Does not stack with the same skill.	Cleveland, Kent	0	0.25	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Auspice of the Stars	When this ship finishes loading its Airstrike: decreases the Speed of all enemies by 15.0% (30.0%) for 4s and randomly activates one of the following effects: Decreases all enemies' EVA by 5.0% (15.0%) for 10s. For 10s, increases your Vanguard's DMG dealt by 5.0% (15.0%) and decreases your Main Fleet's DMG taken by 4.0% (10.0%). For 10s, increases your Main Fleet's DMG dealt by 4.0% (10.0%) and decreases your Vanguard's DMG taken by 4.0% (10.0%).	Illustrious (Muse)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilibili Mascot Girl - 22	When sortied as the Escort Fleet Leader (First Slot) and paired with 33, increase Firepower, Reload by 10% (30%) and Evasion by 15% (35%) for both 22 and 33.	22	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilibili Mascot Girl - 33	When sortied as the Escort Fleet Leader (First Slot) and paired with 22, increase Torpedo stat by 15% (35%) for both 22 and 33.	33	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blazing Choreography	At the start of the battle: if there is a CV, CVL, or Muse ship in the same fleet: increases this ship's EVA by 5.0% (15.0%) and increases your Vanguard's AA by 5.0% (15.0%).	Baltimore (Muse)	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blue Hunter	Increases this boat's DMG against enemy DDs and CLs by 5.0% (15.0%).	Bluegill	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blue-Purple Tenacity	For the 1st, 2nd, and 3rd battles fought by the fleet this ship is in: increases this ship's FP by 4.5% (12.0%); from the 4th battle onwards: instead increases this ship's AA by 4.5% (12.0%).	Tashkent (Muse)	0	0	0	0	0	0.12	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bold But Reckless 	When sortieing as Lead Ship, decreases own Anti-Air by 40% and Accuracy by 20% (5%) while increasing own Evasion by 6% (12%), Firepower by 13% (25%) and Speed by 3.	Le Temeraire	0	0	0	0	0	0.25	0	0	-0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bounce Right Back	Decrease the loading time of this ship's first wave of torpedoes by 40% (70.0%). When this ship takes DMG: 15.0% chance to increase this ship's FP, EVA, and AA by 1% (5.0%) until the end of the battle. Can be stacked up to 3 time	Cheshire	0	0	0	0	0	0.15	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calibur's Heart	When sortied with any Cleveland-class ship, increases own Anti-Air by 5% (15%) and Accuracy by 5% (10%).	Clevelad	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavalier's Acumen	Increases this ship's Crit Rate by 5.0% (15.0%), DMG dealt to enemy DDs by 5.0% (20.0%), and Main Gun shell velocity by 15.0%. Additionally, decreases the Evasion Rate of enemy DDs by 4.0% (10.0%).	Chapayev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Code: Hikari	When entering battle: launches a Saiun plane, then increases damage dealt by the Main Fleet by 5% (10%) for 10 seconds.	I-13	0	0.1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coercion	Every 30 seconds, reduces damage dealt by enemies by 5% (15%) for 8 seconds.	Tennessee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comrades From the Far East	While alive in the fleet, decreases damage taken by allied CVs/CVLs by 5% (10%). When sortieing with Gridley, increases own Firepower by 5% (15%) and increases Gridley's Firepower and Reload by 5% (15%).	Dewey	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Connected	At the start of the battle: increases own Firepower by 1.5% (6%) per Kizuna AI ships other than self (can be stacked up to 4 times). If there are no other Kizuna AIs in your fleet: decreases damage taken by 5% (15%) for 30 seconds after battle starts.	Elegant Kizuna AI	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cool Extinguisher	When sortied with Birmingham, or at least 2 other Eagle Union ships: reduces Burn damage taken by Vanguard fleet by 5% (15%) and Burn duration on this ship by 1 (3) seconds. If sortied as flagship: reduces Burn duration on Vanguard fleet by 1 (3) seconds.	Princeton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Covenant of the Immortal Knights	When entering combat: Increase own FP and RLD stats by 4.5% (12%) until the end of battle. If sortied with King George V, Duke of York, Prince of Wales, Monarch, or any two other Royal Navy ships (not counting herself), increase own FP and AA stats by an additional 4.5% (12.0%) until the end of battle.	Howe	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Covering Formation	During battle, increases own Air Power and Anti-Air by 1.5% (5%) per Eagle Union CV/CVL in the fleet. When own aircraft shoots down an enemy aircraft, increases own Air Power by 1% (3%) (Effect can be stacked up to 5 times).	Essex	0	0	0	0	0	0	0	0.3	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Critical Component Protection	Damage taken from CL/DD's gun damage reduced by 5-15%; if vanguard has only CL/CA ships, increase self speed by 4 and evasion by 5-15%.	La Galissonniere	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crush Any Contender!	1) When: a) this ship is afloat, b) the fleet this ship is NOT in has a BB as its Flagship, and c) said fleet is engaging in its 3rd, 4th, or 5th battle: launches a special barrage 20s after the other fleet's battle begins. 2) When this ship is in combat and takes DMG or when an enemy comes within close range of this ship: fires a special Lv.1 (Lv.10) barrage. Has a cooldown of 15s between activations.	Tosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Darjeeling Rotation	Every 15 seconds switch between following effects:Reduces damage taken by 6% (20%) Increases damage dealt by 6% (20%) Every 3 seconds restore 6 (15) HP	Green Heart	0	0.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dark Side of Fate	When sortie with other J-Class destroyers in same fleet, reduce damage taken by other J-Class destroyers by 8% (20%), and take 8% (20%) more damage.	Jersey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Darkness Field	Decreases damage taken from burning and suicide boat by 20% (40%) and from HE shells by 5% (15%). Increases secondary gun's critical hit chance by 40% (70%) and ignores armor type (damage based on Skill Level).	York (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defense Order	Every 20 seconds: 25% chance to reduce damage taken by all ships in the fleet by 5% (15%) for 8 seconds. Does not stack with the same skill.	Portland, Exeter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Destroyer Squadron	During sortie, if escort fleet is compose of Emile Bertin and destroyers only, increases own Speed by 4 and increases own damage against destroyers and cruisers by 5% (20%).	Emile Bertin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dido's Aria	Increase the FP, TRP and AA of all your Dido-class CLs by 5% (15.0%). At the start of the battle: increase this ship's AA and EVA by 5% (15.0%) for 30s.	Dido	0	0	0	0	0	0.15	0.15	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Don't Move An Inch	When launching an Airstrike: 50% (80%) chance to reduce the Speed of all enemies to 0 for 0.5 (1.5) seconds. After that, enemy ships will regain their Speed during the next 2.5 seconds. This skill always activates on the first airstrike of each battle.	Formidable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dragon Empery Bond	When in the same fleet with Ning Hai and/or Ping Hai, reduces their damage and own damage taken by 8% (20%) and increases their Evasion Rate and own Evasion Rate by 15% (30%).	Yat Sen	0	-0.2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dreamwaker's Bow	Increase own AVI stat by 15% for her first 2 battles of each sortie. Every 15s, fire a special barrage. When the fleets this ship is NOT in engaging their 3rd/4th/5th battle, and this ship is alive, fire a support barrage 15s after battle starts.	Shinano	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eagle's Tears	When firing main gun, 50% chance to heal the Escort Fleet for 4% (10%) of their max Health.	Arizona	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emergent Preparation	At the beginning of battle, increase own Firepower and Torpedo stat by 9% (24%). Every 12 seconds after, decrease own Firepower and Torpedo stat by 3% (8%), which can be stacked 3 times.	Hunter	0	0	0	0	0	0.24	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enigma	When entering battle, provide a random buff Lv.1 (Lv.10) for all Ironblood ship in the fleet.	U-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erratic Inventor	Use a random piece of prototype equipment with various effects every 12 seconds:17% - Prototype Cannon: Fires an HE ammo barrage. 17% - Prototype Torpedoes: Fires a torpedo barrage. 14% - Yuubari Firework: Fires a normal ammo barrage. 14% - Spawns a shield that can block 60 hits and lasts for 18 seconds. 14% - Spawns a shield that can block 99 hits and lasts for 6 seconds. 14% - Heals all ships in the fleet for 2.4% of their max HP. 10% - Bandaids - Heals all ships in the fleet for 9 HP.	Yuubari (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extra Oxygen 	Increases Oxygen by 4 (40).	Dace, I-13, I-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Failen Angel	When entering battle, gives all allied ships a random buff. Allied Hololive ships will receive 1.5x buff effect. Possible effects (20% chance each) are:Offense: Increases damage dealt by 1% (2%). Defense: Decreases damage taken by 1% (2%). Evasion: Increases Evasion by 1% (4%). Accuracy: Increases Accuracy by 1% (4%). Healing: Heals 5 hit points per second for 2 seconds.	Minato Aqua	0	0.02	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fifth Carrier Division	If sortied with Shoukaku, increase own Air Power by 8% (20%) and reduce damage taken by self by 8% (20%).	Zuikaku, Shoukaku	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
First Carrier Division        	When paired with Kaga or Kaga (Battleship) in the same fleet, increases own Air Power by 15% (35%).	Akagi, Kaga	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
First-Generation Carrier	Increases experience gained by Carriers by 5% (15%)	Langley, Houshou	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flagship Cover	Reduces damage taken by Flagship by 15% (25%).	Columbia, Z25, Hammann, Acasta (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flares	10 seconds after battle begins, and 20% (40%) chance to activate every 20 seconds after that: deploys a flare for 10 seconds. Enemy ships within the flare have their Evasion rate decreased by 25%. Flare will prioritize closest enemy target.	Sendai (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fleet Carrier	When launching an airstrike: increases damage dealt by the Escort Fleet by 5% (15%) for 8 seconds. Does not stack with the same skill.	Souryuu, Glorious, Saratoga, Yorktown, Lexington	0	0.15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flintlock Burst	Every 30s (20s): fires a special barrage that ignores shields and heals this ship for 15.0% of the DMG dealt (barrage DMG is based on the skill's level). When sortied as lead ship : increase this ship's FP and EVA by 3% (15.0%) and RLD by 4.5% (21.0%). When not sortied as lead ship: When this ship sinks an enemy: increase this ship's FP and EVA by 1% (5.0%) and RLD by 1.5% (7.0%) until the end of the battle. Can be stacked up to 3 times.	Drake	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Formation Shift	On the 1st, 3rd, and 5th battles of each sortie that this ship takes part in: increases this ship's AVI by 5.0% (15.0%). On the 2nd, 4th, and 6th battles: decreases this ship's DMG taken by 4.5% (12.0%).	Intrepid	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
For the Queen	Increase this ship's FP, AA and RLD by 1.5% (6.0%) for every Royal Navy ship in your fleet at the start of the battle (Can be stacked up to 4 time). When sortied with Queen Elizabeth: increase Queen Elizabeth's FP, RLD, EVA and Accuracy by 2.5% (7.0%) and Main Gun Crit Rate by 5% (20.0%).	Dido	0	0	0	0	0	0.24	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Four Gods Convert	Depending on main battery shell type, increase same shell type damage by 10% (20%), decrease damage received from same shell type by 10% (20%).	Kuon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Fuoco di Copertura!	Every 20 seconds, if placed in the back most position of the Escort Fleet (there must be at least 2 Escort ships alive): 40% (70%) chance to increase damage dealt by self and the ship in the front most position of the Escort Fleet by 5% (15%) for 10 seconds.	Carabiniere	0	0.15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Great Shark's Bite	Increases own Accuracy by 5% (15%). When sortied as non-flagship of the submarine fleet: moves forward for 18 seconds, then move back to original position.	U-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heart of Iris	During sortie, increases Firepower, Torpedo stat and Accuracy of Iris Libre (FFNF) and Vichya Dominion (MNF) destroyers by 5% (15%).	Emile Bertin	0	0	0	0	0	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I Am No. 1!	When firing Anti-Air Guns, 15% chance to increase fleet's Anti-Air by 30% (50%) for 8 seconds.	San Diego	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I'll Handle This	When firing Anti-Air guns: 25% chance to increase Anti-Air for all Eagle Union ships by 15% (30%) for 5 seconds. When main gun shots hit 13 times: increases own Firepower by 3.5% (8%), effect can stack up to 3 times.	San Juan	0	0	0	0	0	0.24	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impartial Destruction	Torpedo damage is not affected by enemy's armor type; torpedoes always inflict 100% (115%) damage to all enemies.	Kawakaze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Interference	Every 20 seconds: 25% chance to reduce a random enemy's Reload and damage for 5 (10)s. Effect prioritizes elite (human-form) enemies. Does not stack with the same skill.	Kagerou (Retrofit), Ardent, Matchless, Bailey (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iron Blood Hatchling	During battle, increases own Air Power, Anti-Air, and Reload by 1% (5%) per allied Ironblood ship in the fleet.	Zeppy	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ironsight Caliber	Decreases equipped Main Gun Spread by 3. Increases own damage dealt to Heavy Cruisers, Large Cruisers, Battlecruisers, Battleships, and Aviation Battleships by 10% (20%).	Georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0.2	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitakaze Style - Unanimous Slash	Main Gun damage is not affected by enemy's armor type; Main Gun always inflict 100% (115%) damage to all enemies. If equipped with an IJN (Sakura Empire) DD Gun: increases Main Gun efficiency by 5% (15%).	Kitakaze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kizuna Beam	Every 20 seconds: performs super A.I. hacking to decrease all enemies' Firepower, Torpedo stat, and Air Power by a large amount (up to 4.0% (8.0%)) for 8 seconds... Also has a small chance to accidentally increase the stats of all enemies instead.	Kizuna AI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knight's Formation Drill	At the start of the battle: increases this ship's FP, RLD, and Accuracy by 1.0% (5.0%) for every Royal Navy ship in the same fleet. Can be stacked up to 4 times.	Little Renown	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knight of the Sky	When launching an airstrike: launch an additional Lv.1 (Lv.10) TBF Avenger squadron. If sortied with any Cleveland-class cruisers (Cleveland, Clevelad, Columbia, Denver, Montpelier), increase their Firepower by 3.5% (8.0%), increase own Air Power and Accuracy by 5% (15%), and enhance TBF Avenger squadron barrage pattern.	Independence	0	0	0	0	0	0.08	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leader of the Band 	If the number of Muse ships in fleet is odd: increases own damage dealt by 4.5% (12%); otherwise, reduces damage taken by self by 5% (15%). When firing Main Gun: increases Firepower, Torpedo, and Aviation stats of all Muse ships in the fleet by 1.5% (6%) for 10 seconds (effect can stack up to 2 times).	Gascogne (Muse)	0	0.12	1	1	1	0.12	0.12	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leading the Way	10s after this ship fires its Main Guns: fires a Lv.1 (Lv.10) special barrage that inflicts Armor Break to all enemies hit by it (barrage DMG is based on the skill's level.)	Valiant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0
Legacy of Lunga Point	At the start of the battle, if there are 3 ships afloat in your Vanguard and this ship is in the center of it: increase TRP by 5.0% (15.0%) and Torpedo Crit Rate by 4.0% (10.0%) for your DDs and CLs, and also increases the EVA of your DDs by 5.0% (15.0%).	Naganami	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legend of the Solomons	Every 20 seconds: 30% (60%) chance to increase Firepower and Accuracy for all cruisers in the fleet by 5% (25%) and decrease damage taken by them by 5% (15%) for 8 seconds.	Montpelier	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leyte Gulf's Blitz	Increases own Firepower by 4% (10%). Every 20 seconds, 30% (60%) chance to increase all Cruisers' Firepower and Torpedo stat by 5% (20%) for 10 seconds.	Choukai	0	0	0	0	0	0.24	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Little Star	15 seconds after battle begins, increases Firepower, Reload and Evasion for all ships in the fleet by 1.5% (6%) for 20 seconds.	Hobby	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lone Wolf	When entering the map, if U-47 is the sole unit of the submarine fleet: increases damage dealt to Battleships (Battlecruisers and Aviation Battleships are not counted) by 5% (20%), increases Search Level by 1 and increases Ammo by 2.	U-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lunga Point's Strike	During sortie, increases damage dealt to cruisers by all allied IJN (Sakura Empire) Destroyers by 5% (15%).	Kawakaze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark of Sirius	Increase Airpower of Aircraft Carriers and Light Aircraft Carriers by 1% (10%) and increase their hit rate against Destroyers, Light Cruisers, Heavy Cruisers by 1% (10%). During battle, for every Aircraft Carrier and Light Aircraft Carrier in the same fleet, buff Sirius' Firepower, Torpedo stat and Reload by 1.5% (7%) each. Only up to 3 ships can count toward this bonus (a 21% buff is the maximum attainable).	Sirius	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mimir's Keen Eyes	Changes this ship's position and decrease its DMG taken by 5% (20.0%). Every 15s: commences a sonar scan, revealing the locations of all enemy Submarines for 5s (10s) and decreasing your Vanguard's DMG taken from torpedoes by 5% (15.0%) for 5s (10s).	Odin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
